Link,Title,Rating,No. of Ratings,Price
/-/en/sspa/click?ie=UTF8&spc=MToyMDE5ODUyMjM5MTI2MzI6MTY5NTY0NTAwNTpzcF9hdGZfYnJvd3NlOjMwMDAxNzE5MjE5NjczMjo6MDo6&url=%2FLenovo-V17-Windows-Wireless-Notebook%2Fdp%2FB08SBSNCFS%2Fref%3Dsr_1_73_sspa%3Fqid%3D1695645005%26s%3Dcomputers%26sr%3D1-73-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo V17 - 17.3 Inch FHD - Core i5 1235U - 8GB RAM - 250GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,5.0 out of 5 stars,(1),809.00
/-/en/sspa/click?ie=UTF8&spc=MToyMDE5ODUyMjM5MTI2MzI6MTY5NTY0NTAwNTpzcF9hdGZfYnJvd3NlOjMwMDAxNzE5MjE5NjczMjo6MDo6&url=%2FLenovo-V17-Windows-Wireless-Notebook%2Fdp%2FB08SBSNCFS%2Fref%3Dsr_1_73_sspa%3Fqid%3D1695645005%26s%3Dcomputers%26sr%3D1-73-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo V17 - 17.3 Inch FHD - Core i5 1235U - 8GB RAM - 250GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,,,809.00
/-/en/sspa/click?ie=UTF8&spc=MToyMDE5ODUyMjM5MTI2MzI6MTY5NTY0NTAwNTpzcF9hdGZfYnJvd3NlOjMwMDAwNjYwNTEwMDEzMjo6MDo6&url=%2FIdeaPad-Illuminated-Keyboard-Windows-Professional%2Fdp%2FB093LCSHVV%2Fref%3Dsr_1_74_sspa%3Fqid%3D1695645005%26s%3Dcomputers%26sr%3D1-74-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo IdeaPad <> 15.6 inch FHD <> Ryzen 5 4500U <> 8GB RAM <> 250GB SSD <> Illuminated Keyboard <> Windows 10 Pro <> Office 2019 Professional,5.0 out of 5 stars,(1),549.00
/-/en/sspa/click?ie=UTF8&spc=MToyMDE5ODUyMjM5MTI2MzI6MTY5NTY0NTAwNTpzcF9hdGZfYnJvd3NlOjIwMDY0OTE2MjQyMDk4OjowOjo&url=%2FHP-17-Celeron-Wireless-Notebook%2Fdp%2FB09HKZDDN6%2Fref%3Dsr_1_75_sspa%3Fqid%3D1695645005%26s%3Dcomputers%26sr%3D1-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,HP 17 - Black - 17.3 Inch HD+ - Celeron N4120 - RAM: 16GB - SSD: 1000GB - Windows 11 Pro - Office 2021 Pro # with Wireless Mouse + Notebook Bag,4.0 out of 5 stars,(5),493.00
/-/en/Inspiron-15-3520-Laptop-i3-1115G4/dp/B0C7CPF3ZC/ref=sr_1_76?qid=1695645005&s=computers&sr=1-76,"Dell Inspiron 15 3520 Laptop | 11th Gen Intel Core i3-1115G4 Processor | 15.6"" FHD 120Hz Display | 8GB RAM | 256GB NVMe SSD | Intel UHD Graphics | Windows 11 Home | QWERTZ | Carbon Black",4.1 out of 5 stars,(61),449.00
/-/en/A515-45-R5BU-Display-Graphics-Windows-Keyboard/dp/B09Q8Z7XBM/ref=sr_1_77?qid=1695645005&s=computers&sr=1-77,"Acer Aspire 5 (A515-45-R5BU) Laptop, 15.6 FHD Display, AMD Ryzen 5 5500U, 16GB RAM, 512GB SSD, AMD Radeon Graphics, Windows 11, QWERTZ Keyboard, Silver",4.2 out of 5 stars,(77),567.84
/-/en/Lenovo-Laptop-Display-Graphics-Premium/dp/B0BD7QYZ89/ref=sr_1_78?qid=1695645005&s=computers&sr=1-78,Lenovo Yoga Slim Pro 7 Laptop | 14 Inch 2.8K OLED Display | AMD Ryzen 7 6800HS | 16GB RAM | 512GB SSD | AMD Radeon 680M Graphics | Win11 Home | QWERTZ | Grey | 3 Months Premium Care,4.3 out of 5 stars,(40),999.00
/-/en/Laptop-i7-1260P-Graphics-Windows-Keyboard/dp/B0B79X831J/ref=sr_1_79?qid=1695645005&s=computers&sr=1-79,HP ENVY x360 2-in-1 Laptop | 15.6 Inch OLED FHD Touch Screen | Intel Core i7-1260P | 16GB DDR4 RAM | 512GB SSD | Intel Iris Xe Graphics Card | Windows 11 Home | QWERTZ Keyboard | Silver,4.2 out of 5 stars,(34),999.00
/-/en/Chromebook-CB314-3HT-C0CQ-Display-Graphics-ChromeOS/dp/B0BP2V2647/ref=sr_1_80?qid=1695645005&s=computers&sr=1-80,Acer Chromebook 314 (CB314-3HT-C0CQ) Laptop | 14 Inch FHD Touch Display | Intel Celeron N4500 | 8 GB RAM | 128 GB eMMC | Intel UHD Graphics | Google ChromeOS | Silver,4.3 out of 5 stars,(325),272.45
/-/en/A317-53-56S7-Display-i5-1135G7-Graphics-Keyboard/dp/B0C77RZ827/ref=sr_1_81?qid=1695645005&s=computers&sr=1-81,Acer Aspire 3 (A317-53-56S7) Laptop | 17.3 Inch FHD Display | Intel Core i5-1135G7 | 8 GB RAM | 512 GB SSD | Intel Iris Xe Graphics | Windows 11 | QWERTZ Keyboard | Silver,4.4 out of 5 stars,(55),579.00
/-/en/Convertible-Touchscreen-Display-9-6900HS-Keyboard/dp/B09QLGJTJC/ref=sr_1_82?qid=1695645005&s=computers&sr=1-82,Asus ROG Flow 13 Gaming Convertible | 13.4 Inch Full HD 120Hz Touchscreen Display | AMD Ryzen 9-6900HS | 16 GB RAM | 512 GB SSD | NVIDIA RTX 3050 | Windows 11 | QWERTZ Keyboard | Off Black,3.7 out of 5 stars,(31),"1,199.00"
/-/en/AN515-45-R47D-Display-GeForce-Windows-Keyboard/dp/B09RG2242Z/ref=sr_1_73?qid=1695645005&s=computers&sr=1-73,Acer Nitro 5 (AN515-45-R47D) Gaming Laptop | 15.6 FHD 144Hz Display | AMD Ryzen 7 5800H | 16GB RAM | 512GB SDD | NVIDIA GeForce RTX 3060 | Windows 11 | QWERTZ Keyboard | Black,3.0 out of 5 stars,(8),"1,099.00"
/-/en/C7VF-016-7735HS-Processor-DDR5-4800-Windows/dp/B09YY7BYB2/ref=sr_1_74?qid=1695645005&s=computers&sr=1-74,MSI Bravo 17 C7VF-016 | 43.9 cm (17.3 inch) FHD | AMD Ryzen 7 7735HS Processor | 16GB DDR5-4800 | 1TB SSD RTX 4060 Laptop GPU | Windows 11 H,4.5 out of 5 stars,(385),"1,299.00"
/-/en/sspa/click?ie=UTF8&spc=MToyMDE5ODUyMjM5MTI2MzI6MTY5NTY0NTAwNTpzcF9tdGZfYnJvd3NlOjIwMDMxMzMwMjgwNTk4OjowOjo&url=%2FLatitude-Windows-Business-Notebook-Refurbished%2Fdp%2FB08RZ7Y4GD%2Fref%3Dsr_1_75_sspa%3Fqid%3D1695645005%26s%3Dcomputers%26sr%3D1-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Dell Latitude 5480 14 Inch HD Intel Core i5 256GB SSD Hard Drive 8GB Memory Windows 10 Pro Webcam Business Notebook Laptop (Refurbished),4.1 out of 5 stars,(34),229.00
/-/en/sspa/click?ie=UTF8&spc=MToyMDE5ODUyMjM5MTI2MzI6MTY5NTY0NTAwNTpzcF9tdGZfYnJvd3NlOjMwMDA1ODkxMjA1OTIzMjo6MDo6&url=%2Fdp%2FB071VLSBJ9%2Fref%3Dsr_1_76_sspa%3Fqid%3D1695645005%26s%3Dcomputers%26sr%3D1-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo ThinkPad T440s i5-4300U 1,9 8 250GB SSD 14 Zoll 1600 x 900 HD+ CAM BL WLAN CR Win10 8 GB RAM (Generalüberholt)",,,198.98
/-/en/sspa/click?ie=UTF8&spc=MToyMDE5ODUyMjM5MTI2MzI6MTY5NTY0NTAwNTpzcF9tdGZfYnJvd3NlOjIwMDUwMjkxOTMzNzAyOjowOjo&url=%2FFujitsu-Lifebook-15-6-Core-1115G4%2Fdp%2FB08SHLNRYD%2Fref%3Dsr_1_77_sspa%3Fqid%3D1695645005%26s%3Dcomputers%26sr%3D1-77-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Fujitsu Lifebook <> 15.6"" FHD <> Core i3 1115G4 <> RAM: 16GB <> SSD: 500GB <> Windows 11 Pro <> Office 2021 Professional",5.0 out of 5 stars,(15),599.00
/-/en/Anti-Glare-Display-i9-13980HX-Windows-Keyboard/dp/B0BTPH3HRT/ref=sr_1_78?qid=1695645005&s=computers&sr=1-78,ASUS ROG Strix SCAR 18 Gaming Laptop | 18 Inch QHD+ 240Hz/3ms Anti-Glare IPS Display | Intel Core i9-13980HX | 64 GB RAM | 2 TB SSD | NVIDIA RTX 4090 | Windows 11 | QWERTZ Keyboard | Black,4.5 out of 5 stars,(9),"4,799.00"
/-/en/Lenovo-Legion-Display-GeForce-RTX4070/dp/B0BTT39H9J/ref=sr_1_79?qid=1695645005&s=computers&sr=1-79,Lenovo Legion Pro 5 Gaming Laptop | 16 Inch WQXGA Display | 240 Hz | AMD Ryzen 7 7745HX | 16 GB RAM | 1 TB SSD | NVIDIA GeForce RTX4070 | Win11 Home | QWERTZ | Grey,4.4 out of 5 stars,(133),"1,979.00"
/-/en/Chromebook-Display-Celeron-Graphics-Keyboard/dp/B09KM3KX71/ref=sr_1_80?qid=1695645005&s=computers&sr=1-80,"Asus Chromebook CX17 Entry Laptop, 17.3 Inch HD+ Matte Display, Intel Celeron, 4 GB RAM, 64 GB SSD, UHD Graphics, Chrome OS, QWERTZ Keyboard, Silver",4.2 out of 5 stars,(440),329.00
/-/en/Lenovo-IdeaPad-Display-GeForce-Premium/dp/B0BWDTDKMR/ref=sr_1_81?qid=1695645005&s=computers&sr=1-81,Lenovo IdeaPad Gaming 3 Laptop | 15.6 Inch Full HD Display | AMD Ryzen 5 5600H | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3060 6GB | Win11 Home | | QWERTZ | Black | 3 Months Premium Care,4.2 out of 5 stars,(29),899.00
/-/en/MateBook-1155G7-Processor-Ultrabook-FullView/dp/B0BPY2RL5C/ref=sr_1_82?qid=1695645005&s=computers&sr=1-82,"HUAWEI MateBook D15 Laptop| 11th Gen Intel Core i5 -1155G7 Processor with 16GB RAM + 512GB SSD Memory|15.6"" Ultrabook with Eye Comfort FullView Display| Metal Case Mystic Silver",4.4 out of 5 stars,(92),749.00
/-/en/2022-Gram-Inch-Ultralight-Notebook/dp/B0B258MG6Y/ref=sr_1_83?qid=1695645005&s=computers&sr=1-83,"2022 LG Gram 17 Inch Ultralight Notebook - 1,350 g Intel Core i7 Laptop (16GB RAM, 1TB SSD, 17.5h Battery Life, 16:10 Anti-Reflective IPS Display, Thunderbolt 4, Win 11 Home, Mirametrix) - Black",4.4 out of 5 stars,(692),"1,199.00"
/-/en/A315-58-3870-Display-i3-1115G4-Graphics-Keyboard/dp/B0BXLY8R6Q/ref=sr_1_84?qid=1695645005&s=computers&sr=1-84,"Acer Aspire 3 (A315-58-3870) Laptop, 15.6 Inch FHD Display, Intel Core i3-1115G4, 16 GB RAM, 512 GB SSD, Intel UHD Graphics, Windows 11, QWERTZ Keyboard, Silver",4.4 out of 5 stars,(758),499.00
/-/en/Samsung-i7-13700H-Keyboard-Graphite-Warranty/dp/B0BT1XNTGS/ref=sr_1_85?qid=1695645005&s=computers&sr=1-85,Samsung Galaxy Book3 Ultra Laptop | 16 Inch 3K 120Hz Display | Intel Core i7-13700H | 16GB RAM | 512GB SSD | NVIDIA RTX 4050 | Windows 11 | QWERTZ Keyboard | Graphite | Includes 36 Month Warranty,3.5 out of 5 stars,(11),"2,049.00"
/-/en/Notebook-Processor-Computer-1920x1080-Bluetooth/dp/B0CB11YKP9/ref=sr_1_86?qid=1695645005&s=computers&sr=1-86,"TECLAST 15.6 Inch Laptop, 12GB RAM 512GB SSD Notebook, Intel Celeron N4100 Turbo 2.6GHz Processor, F16Plus, Windows 11 Computer, IPS FHD 1920x1080, 2.4G/5G WiFi, Bluetooth 4.2, USB 3.0",4.0 out of 5 stars,(36),354.99
/-/en/sspa/click?ie=UTF8&spc=MToyMDE5ODUyMjM5MTI2MzI6MTY5NTY0NTAwNTpzcF9tdGZfYnJvd3NlOjIwMTI2ODUwMTI5ODk4OjowOjo&url=%2FLenovo-V15-Windows-Wireless-Notebook%2Fdp%2FB08SK1PZ4H%2Fref%3Dsr_1_87_sspa%3Fqid%3D1695645005%26s%3Dcomputers%26sr%3D1-87-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 - 15.6 Inch FHD - AMD Ryzen 5 3500U - 12GB RAM - 500GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,5.0 out of 5 stars,(2),549.00
/-/en/sspa/click?ie=UTF8&spc=MToyMDE5ODUyMjM5MTI2MzI6MTY5NTY0NTAwNTpzcF9tdGZfYnJvd3NlOjIwMDY0OTA4NDA2Mzk4OjowOjo&url=%2FLenovo-Notebook-i5-1035G1-Bluetooth-Webcam%2Fdp%2FB0883DBKL7%2Fref%3Dsr_1_88_sspa%3Fqid%3D1695645005%26s%3Dcomputers%26sr%3D1-88-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 (15.6 Inch Full HD) Notebook Intel Core i5-1035G1 4 x 1.0 GHz 16 GB RAM 1000 GB SSD Bluetooth HDMI HD Webcam Win10 Pro,4.0 out of 5 stars,(3),536.00
/-/en/sspa/click?ie=UTF8&spc=MToyMDE5ODUyMjM5MTI2MzI6MTY5NTY0NTAwNTpzcF9tdGZfYnJvd3NlOjIwMTA1MzA3MTY5MDk4OjowOjo&url=%2FLaptops-Windows11-Portable-Magnetic-Keyboard%2Fdp%2FB0BPQRNCBY%2Fref%3Dsr_1_89_sspa%3Fqid%3D1695645005%26s%3Dcomputers%26sr%3D1-89-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Tonysa 2 in 1 Laptops for Windows11, 3K HD Touch Screen, Portable 12.3 Inch Laptops with Magnetic Keyboard, 12GB RAM 512GB SSD Mini Gaming Laptop",,,406.72
/-/en/A517-53G-53BA-Display-i5-1235U-Geforce-Keyboard/dp/B0BVVZD6SD/ref=sr_1_90?qid=1695645005&s=computers&sr=1-90,"Acer Aspire 5 Laptop, A517-53G-53BA, 17.3 Inch FHD Display. Intel Core i5-1235U, 16GB RAM, 512GB SSD, NVIDIA Geforce MX550, Windows 11, QWERTZ Keyboard, Grey",4.3 out of 5 stars,(49),806.65
/-/en/AN16-41-R7FL-Display-GeForce-Windows-Keyboard/dp/B0BVWF59W9/ref=sr_1_91?qid=1695645005&s=computers&sr=1-91,"Acer Nitro 16 (AN16-41-R7FL) Gaming Laptop | 16"" WUXGA 165Hz Display | AMD Ryzen 7 7735HS | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 | Windows 11 | QWERTZ Keyboard | Black",,,"1,449.00"
/-/en/SF114-34-P98C-Ultrabook-Laptop-Windows-S-Mode/dp/B09GK4ZS58/ref=sr_1_92?qid=1695645005&s=computers&sr=1-92,"Acer Swift 1 (SF114-34-P98C) Ultrabook / Laptop 14 Inch Windows 11 Home in S-Mode - FHD IPS Display, Intel Pentium N6000, 4GB LPDDR4X RAM, 128GB eMMC, Intel UHD Graphics, Silver",4.2 out of 5 stars,(96),399.00
/-/en/Microsoft-Surface-Laptop-12-45-Sandstone/dp/B09XV2NG1M/ref=sr_1_93?qid=1695645005&s=computers&sr=1-93,"Microsoft Surface Laptop Go 2, 12.45 Inch Laptop (Intel Core i5, 8GB RAM, 128GB SSD, Win 11 Home) Sandstone",4.4 out of 5 stars,(97),711.03
/-/en/Zenbook-Display-i9-12900H-Keyboard-Touchscreen/dp/B0B9XNWFX9/ref=sr_1_94?qid=1695645005&s=computers&sr=1-94,ASUS Zenbook Pro 16X OLED Laptop | 16 Inch WQUXGA 120Hz/2ms OLED Display | Intel Core i9-12900H | 32 GB RAM | 1 TB SSD | NVIDIA RTX 3060 | Windows 11 | QWERTZ Keyboard | Tech Black | Touchscreen,4.7 out of 5 stars,(9),"2,199.00"
/-/en/Techbite-Internal-Processor-Rotating-EN-128GB/dp/B09DGL127N/ref=sr_1_95?qid=1695645005&s=computers&sr=1-95,"Laptop Techbite Arc 11.6"" 128GB Internal Memory HD Screen Intel Celeron N4020 Processor 4RAM Windows 10 Pro Touch Screen Laptop Rotating Laptop Windows Hello 4000mAh EN-128GB Keyboard",3.3 out of 5 stars,(11),289.85
,,,,
,,4 Stars & Up,,
,,,,
,,,,
,,,,
,,,,
/-/en/sspa/click?ie=UTF8&spc=MTo4MzY2Mzc3MzQ0NTI3NjMyOjE2OTU2NDUwMTE6c3BfYXRmX2Jyb3dzZTozMDAwMTcxOTIxOTY3MzI6OjA6Og&url=%2FLenovo-V17-Windows-Wireless-Notebook%2Fdp%2FB08SBSNCFS%2Fref%3Dsr_1_97_sspa%3Fqid%3D1695645011%26s%3Dcomputers%26sr%3D1-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo V17 - 17.3 Inch FHD - Core i5 1235U - 8GB RAM - 250GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,5.0 out of 5 stars,(1),809.00
/-/en/sspa/click?ie=UTF8&spc=MTo4MzY2Mzc3MzQ0NTI3NjMyOjE2OTU2NDUwMTE6c3BfYXRmX2Jyb3dzZTozMDAwMTcxOTIxOTY3MzI6OjA6Og&url=%2FLenovo-V17-Windows-Wireless-Notebook%2Fdp%2FB08SBSNCFS%2Fref%3Dsr_1_97_sspa%3Fqid%3D1695645011%26s%3Dcomputers%26sr%3D1-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo V17 - 17.3 Inch FHD - Core i5 1235U - 8GB RAM - 250GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,,,809.00
/-/en/sspa/click?ie=UTF8&spc=MTo4MzY2Mzc3MzQ0NTI3NjMyOjE2OTU2NDUwMTE6c3BfYXRmX2Jyb3dzZTozMDAwMDY2MDUxMDAxMzI6OjA6Og&url=%2FIdeaPad-Illuminated-Keyboard-Windows-Professional%2Fdp%2FB093LCSHVV%2Fref%3Dsr_1_98_sspa%3Fqid%3D1695645011%26s%3Dcomputers%26sr%3D1-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo IdeaPad <> 15.6 inch FHD <> Ryzen 5 4500U <> 8GB RAM <> 250GB SSD <> Illuminated Keyboard <> Windows 10 Pro <> Office 2019 Professional,5.0 out of 5 stars,(1),549.00
/-/en/sspa/click?ie=UTF8&spc=MTo4MzY2Mzc3MzQ0NTI3NjMyOjE2OTU2NDUwMTE6c3BfYXRmX2Jyb3dzZToyMDA2NDkxNjI0MjA5ODo6MDo6&url=%2FHP-17-Celeron-Wireless-Notebook%2Fdp%2FB09HKZDDN6%2Fref%3Dsr_1_99_sspa%3Fqid%3D1695645011%26s%3Dcomputers%26sr%3D1-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,HP 17 - Black - 17.3 Inch HD+ - Celeron N4120 - RAM: 16GB - SSD: 1000GB - Windows 11 Pro - Office 2021 Pro # with Wireless Mouse + Notebook Bag,4.0 out of 5 stars,(5),493.00
/-/en/Microsoft-Surface-12-45-Inch-31-6-cm-Platinum/dp/B08J49VFNG/ref=sr_1_100?qid=1695645011&s=computers&sr=1-100,"Microsoft Surface Laptop Go 12.45-Inch / 31.6-cm Laptop (Intel Core i5, 4GB RAM, 64GB SSD, Win 10 Home in S Mode) Platinum",4.3 out of 5 stars,(795),512.18
/-/en/Samsung-Display-i7-1360P-Keyboard-Graphite/dp/B0BT1YHW6T/ref=sr_1_101?qid=1695645011&s=computers&sr=1-101,"Samsung Galaxy Book3 360 Laptop, 13 Inch Full HD 60Hz Display, Intel Core i7-1360P, 16GB RAM, 1TB SSD, Windows 11, QWERTZ Keyboard, Graphite",4.0 out of 5 stars,(35),"1,487.46"
/-/en/Microsoft-Surface-Platinum-Powered-Platform/dp/B0BC9HWF19/ref=sr_1_102?qid=1695645011&s=computers&sr=1-102,"Microsoft Surface Laptop 5, i5, 8GB RAM, 256GB SSD, Win 11 Home, 13.5 Inch Laptop, Platinum, Powered by Intel Evo Platform",4.6 out of 5 stars,(78),"1,068.57"
/-/en/Microsoft-Surface-Laptop-GeForce-Platinum/dp/B07X8YHTWB/ref=sr_1_103?qid=1695645011&s=computers&sr=1-103,"Microsoft Surface Laptop Studio, i7, 16GB RAM, 512GB SSD, GeForce RTX 3050 TI, Win 11 Home, 14.4 Inch Laptop, Platinum",4.5 out of 5 stars,(141),"1,899.00"
/-/en/Chromebook-IdeaPad-Display-Pentium-Graphics/dp/B0BNNDWHZG/ref=sr_1_104?qid=1695645011&s=computers&sr=1-104,Lenovo Chromebook IdeaPad Slim 5i | 16 Inch WUXGA Display | Intel Pentium 8505 | 8GB RAM | 256GB SSD | Intel UHD Graphics | Chrome OS | QWERTZ | Grey | 3 Months Premium Care,4.2 out of 5 stars,(156),485.04
/-/en/A315-58-30H2-Display-i3-1115G4-Graphics-Keyboard/dp/B09GK6ML3K/ref=sr_1_105?qid=1695645011&s=computers&sr=1-105,"Acer Aspire 3 (A315-58-30H2) Laptop, 15.6 FHD Display, Intel Core i3-1115G4, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11, QWERTZ Keyboard, Silver",4.4 out of 5 stars,(758),549.00
/-/en/VTech-Power-XL-80-117904-Laptop/dp/B0085IYPJG/ref=sr_1_106?qid=1695645011&s=computers&sr=1-106,VTech Power XL 80-117904 Laptop E/R,4.2 out of 5 stars,(500),49.99
/-/en/Lenovo-Camera-Essential-FHD-Webcam/dp/B08LZFFFRF/ref=sr_1_97?qid=1695645011&s=computers&sr=1-97,Lenovo Camera - Essential FHD Webcam,4.2 out of 5 stars,(1.9K+),35.41
/-/en/A515-57-7757-Display-i7-1255U-Graphics-Keyboard/dp/B081V8848B/ref=sr_1_98?qid=1695645011&s=computers&sr=1-98,Acer Aspire 5 (A515-57-7757) Laptop | 15.6 FHD Display | Intel Core i7-1255U | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | Windows 11 | QWERTZ Keyboard | Grey,4.2 out of 5 stars,(132),999.00
/-/en/sspa/click?ie=UTF8&spc=MTo4MzY2Mzc3MzQ0NTI3NjMyOjE2OTU2NDUwMTE6c3BfbXRmX2Jyb3dzZToyMDAzMTMzMDI4MDU5ODo6MDo6&url=%2FLatitude-Windows-Business-Notebook-Refurbished%2Fdp%2FB08RZ7Y4GD%2Fref%3Dsr_1_99_sspa%3Fqid%3D1695645011%26s%3Dcomputers%26sr%3D1-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Dell Latitude 5480 14 Inch HD Intel Core i5 256GB SSD Hard Drive 8GB Memory Windows 10 Pro Webcam Business Notebook Laptop (Refurbished),4.1 out of 5 stars,(34),229.00
/-/en/sspa/click?ie=UTF8&spc=MTo4MzY2Mzc3MzQ0NTI3NjMyOjE2OTU2NDUwMTE6c3BfbXRmX2Jyb3dzZTozMDAwNTg5MTIwNTkyMzI6OjA6Og&url=%2Fdp%2FB071VLSBJ9%2Fref%3Dsr_1_100_sspa%3Fqid%3D1695645011%26s%3Dcomputers%26sr%3D1-100-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo ThinkPad T440s i5-4300U 1,9 8 250GB SSD 14 Zoll 1600 x 900 HD+ CAM BL WLAN CR Win10 8 GB RAM (Generalüberholt)",,,198.98
/-/en/sspa/click?ie=UTF8&spc=MTo4MzY2Mzc3MzQ0NTI3NjMyOjE2OTU2NDUwMTE6c3BfbXRmX2Jyb3dzZToyMDA1MDI5MTkzMzcwMjo6MDo6&url=%2FFujitsu-Lifebook-15-6-Core-1115G4%2Fdp%2FB08SHLNRYD%2Fref%3Dsr_1_101_sspa%3Fqid%3D1695645011%26s%3Dcomputers%26sr%3D1-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Fujitsu Lifebook <> 15.6"" FHD <> Core i3 1115G4 <> RAM: 16GB <> SSD: 500GB <> Windows 11 Pro <> Office 2021 Professional",5.0 out of 5 stars,(15),599.00
/-/en/Chromebook-CBG516-1H-530D-i5-1240P-Graphics-Minecraft/dp/B0BRNQ1C8W/ref=sr_1_102?qid=1695645011&s=computers&sr=1-102,"Acer Chromebook 516 GE (CBG516-1H-530D) Laptop, 16"" WQXGA Display, Intel Core i5-1240P, 8GB RAM, 256GB SSD, Intel Iris Xe Graphics, Google ChromeOS, Grey, Minecraft Free",4.3 out of 5 stars,(325),599.00
/-/en/ASUS-Vivobook-Laptop-Inch-WQXGA/dp/B0B9XWVKDW/ref=sr_1_103?qid=1695645011&s=computers&sr=1-103,ASUS Vivobook Pro 16 Laptop | 16 Inch WQXGA 16:10 Anti-Glare IPS Display | Intel i7-12700H | 16GB RAM | 1TB SSD | NVIDIA RTX 3050Ti | Windows 11 | QWERTZ Keyboard | Quiet Blue,4.2 out of 5 stars,(4),"1,299.00"
/-/en/Gigabyte-AORUS-15-i5-12500H-XE5-53DEB34SH/dp/B0BXH2C3BW/ref=sr_1_104?qid=1695645011&s=computers&sr=1-104,"Gigabyte AORUS 15 Gaming Laptop | 15.6 Inch 165Hz QHD Display | Intel Core i5-12500H | Nvidia GeForce RTX 3070Ti | Windows 11 | AORUS 15 XE5-53DEB34SH, Black",4.0 out of 5 stars,(11),"1,295.00"
/-/en/Gigabyte-G5-Display-i5-12500H-MF-E2DE333SD/dp/B0C1ZY2C32/ref=sr_1_105?qid=1695645011&s=computers&sr=1-105,"Gigabyte G5 Gaming Laptop | 15.6 Inch 144Hz FHD Display | Intel Core i5-12500H | Nvidia GeForce RTX 4050 G5 MF-E2DE333SD, Black",2.8 out of 5 stars,(8),799.00
/-/en/Lenovo-IdeaPad-Laptop-Display-Graphics/dp/B09RPLX3Z6/ref=sr_1_106?qid=1695645011&s=computers&sr=1-106,"Lenovo IdeaPad Slim 3 Laptop, 15.6 Inch Full HD Display, AMD Ryzen 5 5500U, 8GB RAM, 512GB SSD, AMD Radeon Graphics, Win11 Home, QWERTZ, Grey",4.1 out of 5 stars,(86),499.00
/-/en/IdeaPad-WideView-anti-glare-Notebook-Graphics/dp/B08THPH9DH/ref=sr_1_107?qid=1695645011&s=computers&sr=1-107,"Lenovo IdeaPad 3i Laptop 39.6 cm (15.6 inch, 1920 x 1080, Full HD, WideView, anti-glare) Slim Notebook (Intel Celeron 6305, 4GB RAM, 128GB SSD, Intel UHD Graphics, Win11 HomeS incl. MS 365 single) Silver.",4.2 out of 5 stars,(733),371.83
