Link,Title,Rating,No. of Ratings,Price
/-/en/SFG16-71-78CN-Ultrabook-i7-1355U-Graphics-Keyboard/dp/B0C5Y12MRD/ref=sr_1_152?qid=1695645022&s=computers&sr=1-152,Acer Swift Go (SFG16-71-78CN) Ultrabook/Laptop | 16 Inch 3.2K OLED 120Hz Display | Intel Core i7-1355U | 16 GB RAM | 512 GB SSD | Intel Iris Xe Graphics | Windows 11 | QWERTZ Keyboard | Grey,4.5 out of 5 stars,(5),969.00
/-/en/2023-gram-Inch-Ultralight-Notebook/dp/B0BYSVM68P/ref=sr_1_153?qid=1695645022&s=computers&sr=1-153,"2023 LG gram 16 Inch Ultralight Notebook - 1,199g Intel Core i7 Laptop (16GB RAM, 1TB SSD, 23.5h Battery Life, 16:10 Anti-Reflective IPS Display, Thunderbolt 4, Win 11 Home, Mirametrix) - Grey",4.2 out of 5 stars,(64),"1,488.55"
/-/en/A315-59-54B1-Display-i5-1235U-Graphics-Keyboard/dp/B0CDLRNPQL/ref=sr_1_154?qid=1695645022&s=computers&sr=1-154,Acer Aspire 3 (A315-59-54B1) Laptop | 15.6 Inch FHD Display | Intel Core i5-1235U | 16 GB RAM | 512 GB SSD | Intel Iris Xe Graphics | Windows 11 | QWERTZ Keyboard | Silver,4.3 out of 5 stars,(61),579.00
/-/en/Chromebook-i5-1235U-Graphics-ChromeOS-Keyboard/dp/B0BK9CV466/ref=sr_1_145?qid=1695645022&s=computers&sr=1-145,ASUS Chromebook Vibe CX34 Flip Laptop | 14 Inch FHD+ Display | Intel Core i5-1235U | 8 GB RAM | 128 GB SSD | Intel Iris X Graphics | ChromeOS | QWERTZ Keyboard | Pearl White,4.8 out of 5 stars,(5),699.00
/-/en/Lifebook-Notebook-Processor-DDR4-SDRAM-802-11ac/dp/B0C18XHJ4K/ref=sr_1_146?qid=1695645022&s=computers&sr=1-146,"Fujitsu Lifebook A3511 Notebook | 39.6cm (15.6"") Full HD | 13th Gen Intel Core i5 1135 G7 Processor | 8GB DDR4-SDRAM | 512GB SSD | Windows 11 Pro | Wi-Fi 5 (802.11ac) | Black",5.0 out of 5 stars,(4),545.55
/-/en/sspa/click?ie=UTF8&spc=MTozMjA1MTQ3NjUwMzI1NjMyOjE2OTU2NDUwMjI6c3BfbXRmX2Jyb3dzZToyMDAzMTMzMDI4MDU5ODo6MDo6&url=%2FLatitude-Windows-Business-Notebook-Refurbished%2Fdp%2FB08RZ7Y4GD%2Fref%3Dsr_1_147_sspa%3Fqid%3D1695645022%26s%3Dcomputers%26sr%3D1-147-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Dell Latitude 5480 14 Inch HD Intel Core i5 256GB SSD Hard Drive 8GB Memory Windows 10 Pro Webcam Business Notebook Laptop (Refurbished),4.1 out of 5 stars,(34),229.00
/-/en/sspa/click?ie=UTF8&spc=MTozMjA1MTQ3NjUwMzI1NjMyOjE2OTU2NDUwMjI6c3BfbXRmX2Jyb3dzZTozMDAwNTg5MTIwNTkyMzI6OjA6Og&url=%2Fdp%2FB071VLSBJ9%2Fref%3Dsr_1_148_sspa%3Fqid%3D1695645022%26s%3Dcomputers%26sr%3D1-148-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo ThinkPad T440s i5-4300U 1,9 8 250GB SSD 14 Zoll 1600 x 900 HD+ CAM BL WLAN CR Win10 8 GB RAM (Generalüberholt)",,,198.98
/-/en/sspa/click?ie=UTF8&spc=MTozMjA1MTQ3NjUwMzI1NjMyOjE2OTU2NDUwMjI6c3BfbXRmX2Jyb3dzZToyMDA1MDI5MTkzMzcwMjo6MDo6&url=%2FFujitsu-Lifebook-15-6-Core-1115G4%2Fdp%2FB08SHLNRYD%2Fref%3Dsr_1_149_sspa%3Fqid%3D1695645022%26s%3Dcomputers%26sr%3D1-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Fujitsu Lifebook <> 15.6"" FHD <> Core i3 1115G4 <> RAM: 16GB <> SSD: 500GB <> Windows 11 Pro <> Office 2021 Professional",5.0 out of 5 stars,(15),599.00
/-/en/Anti-Glare-Display-i7-13650HX-Keyboard-Eclipse/dp/B0BTPGBZ3M/ref=sr_1_150?qid=1695645022&s=computers&sr=1-150,ASUS ROG Strix G18 Gaming Laptop | 18 Inch FHD+ 165Hz/7ms Anti-Glare IPS Display | Intel Core i7-13650HX | 16 GB RAM | 1 TB SSD | NVIDIA RTX 4060 | QWERTZ Keyboard | Eclipse Grey,3.9 out of 5 stars,(20),"1,699.00"
/-/en/Vivobook-Display-R7-6800H-Graphics-Keyboard/dp/B0B9XW5MPJ/ref=sr_1_151?qid=1695645022&s=computers&sr=1-151,ASUS Vivobook S 16X OLED Laptop | 16 Inch UHD+ OLED Display | AMD R7-6800H | 16 GB RAM | 1 TB SSD | AMD Radeon Graphics | Windows 11 | QWERTZ Keyboard | Black,5.0 out of 5 stars,(1),"1,199.00"
/-/en/SFA16-41-R43D-Ultrathin-Display-Graphics-Keyboard/dp/B0BDXSPSSY/ref=sr_1_152?qid=1695645022&s=computers&sr=1-152,Acer Swift Edge (SFA16-41-R43D) Ultrathin/Laptop | 16 Display | AMD Ryzen 7 6800U | 16GB RAM | 1TB SSD | AMD Radeon Graphics | Windows 11 | QWERTZ Keyboard,4.1 out of 5 stars,(5),"1,049.00"
/-/en/Swift-SF114-34-P07A-Ultrabook-Laptop-Windows/dp/B09KHBW5YJ/ref=sr_1_153?qid=1695645022&s=computers&sr=1-153,Acer Swift 1 (SF114-34-P07A) Ultrabook/Laptop 14 Inch Windows 11 Home - Full HD IPS Display | Intel Pentium N6000 | 8GB DDR4 RAM | 256GB SSD | Intel UHD Graphics | QWERTZ | Fanless | Silver,4.2 out of 5 stars,(96),499.00
/-/en/Convertible-Display-i7-1360P-Graphics-Premium/dp/B0BQ3DJKG4/ref=sr_1_154?qid=1695645022&s=computers&sr=1-154,Lenovo Yoga 9i Convertible Laptop | 14 Inch 2.8K OLED Touch Display | Intel Core i7-1360P | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | Win11 Home | QWERTZ | Grey | Includes Pen | 3 Years Premium,4.1 out of 5 stars,(85),"1,799.00"
/-/en/Samsung-Display-i7-1360P-Keyboard-Graphite/dp/B0BT1Z17KD/ref=sr_1_155?qid=1695645022&s=computers&sr=1-155,"Samsung Galaxy Book3 360 Laptop, 13 Inch Full HD 60Hz Display, Intel Core i7-1360P, 16GB RAM, 512GB SSD, Windows 11, QWERTZ Keyboard, Graphite",4.0 out of 5 stars,(35),"1,599.00"
/-/en/A515-57-38L1-Display-i3-1215U-Graphics-Keyboard/dp/B0BXPBQZ8Z/ref=sr_1_156?qid=1695645022&s=computers&sr=1-156,Acer Aspire 5 (A515-57-38L1) Laptop | 15.6 Inch FHD Display | Intel Core i3-1215U | 8 GB RAM | 256 GB SSD | Intel UHD Graphics | Windows 11 | QWERTZ Keyboard | Grey,4.2 out of 5 stars,(132),499.00
/-/en/A315-58-56DQ-Display-i5-1135G7-Graphics-Keyboard/dp/B0BVVYXCZR/ref=sr_1_157?qid=1695645022&s=computers&sr=1-157,"Acer Aspire 3 (A315-58-56DQ) Laptop, 15, 6 FHD Display, Intel Core i5-1135G7, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11, QWERTZ Keyboard, Silver",4.4 out of 5 stars,(758),649.00
/-/en/SF114-34-C8G8-Ultrabook-Laptop-Windows-S-Mode/dp/B09RGHYHGP/ref=sr_1_158?qid=1695645022&s=computers&sr=1-158,"Acer Swift 1 (SF114-34-C8G8) Ultrabook / Laptop 14 Inch Windows 11 Home in S-Mode - FHD IPS Display, Intel Celeron N5100, 4GB LPDDR4X RAM, Intel UHD Graphics",4.2 out of 5 stars,(96),377.56
/-/en/sspa/click?ie=UTF8&spc=MTozMjA1MTQ3NjUwMzI1NjMyOjE2OTU2NDUwMjI6c3BfbXRmX2Jyb3dzZToyMDEyNjg1MDEyOTg5ODo6MDo6&url=%2FLenovo-V15-Windows-Wireless-Notebook%2Fdp%2FB08SK1PZ4H%2Fref%3Dsr_1_159_sspa%3Fqid%3D1695645022%26s%3Dcomputers%26sr%3D1-159-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 - 15.6 Inch FHD - AMD Ryzen 5 3500U - 12GB RAM - 500GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,5.0 out of 5 stars,(2),549.00
/-/en/sspa/click?ie=UTF8&spc=MTozMjA1MTQ3NjUwMzI1NjMyOjE2OTU2NDUwMjI6c3BfbXRmX2Jyb3dzZToyMDEwNTMwNzE2OTA5ODo6MDo6&url=%2FLaptops-Windows11-Portable-Magnetic-Keyboard%2Fdp%2FB0BPQRNCBY%2Fref%3Dsr_1_160_sspa%3Fqid%3D1695645022%26s%3Dcomputers%26sr%3D1-160-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Tonysa 2 in 1 Laptops for Windows11, 3K HD Touch Screen, Portable 12.3 Inch Laptops with Magnetic Keyboard, 12GB RAM 512GB SSD Mini Gaming Laptop",,,406.72
/-/en/sspa/click?ie=UTF8&spc=MTozMjA1MTQ3NjUwMzI1NjMyOjE2OTU2NDUwMjI6c3BfbXRmX2Jyb3dzZToyMDA2NDkwODQwNjM5ODo6MDo6&url=%2FLenovo-Notebook-i5-1035G1-Bluetooth-Webcam%2Fdp%2FB0883DBKL7%2Fref%3Dsr_1_161_sspa%3Fqid%3D1695645022%26s%3Dcomputers%26sr%3D1-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 (15.6 Inch Full HD) Notebook Intel Core i5-1035G1 4 x 1.0 GHz 16 GB RAM 1000 GB SSD Bluetooth HDMI HD Webcam Win10 Pro,4.0 out of 5 stars,(3),536.00
/-/en/A5SP14-51MTN-55AL-Convertible-Notebook-i5-1335U-Graphics/dp/B0BVWF6H6F/ref=sr_1_162?qid=1695645022&s=computers&sr=1-162,Acer Aspire 5 Spin (A5SP14-51MTN-55AL) Convertible Notebook | 14 WUXGA Touch Display | Intel Core i5-1335U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | Windows 11 | QWERTZ Keyboard | Grey,5.0 out of 5 stars,(3),980.98
/-/en/i7-13650HX-Processor-Display-4800MHz-GeForce/dp/B0C1HHTVT8/ref=sr_1_163?qid=1695645022&s=computers&sr=1-163,Dell G15 5530 Gaming Laptop | 13th Gen Intel Core i7-13650HX Processor | 15.6 Inch FHD 165Hz 3ms Display | 16GB DDR5 4800MHz | 512GB NVMe SSD | NVIDIA GeForce RTX 4060 8GB GDDR6 | Windows 11 | QWERTZ,2.8 out of 5 stars,(7),"1,449.00"
/-/en/Lenovo-Display-i7-13700H-GeForce-RTX4070/dp/B0BTT2BD3F/ref=sr_1_164?qid=1695645022&s=computers&sr=1-164,Lenovo Legion Pro 5i Gaming Laptop | 16 Inch WQXGA Display | 240 Hz | Intel Core i7-13700H | 32 GB RAM | 1 TB SSD | NVIDIA GeForce RTX4070 | Win11 Home | QWERTZ | Grey,4.4 out of 5 stars,(133),"2,269.00"
/-/en/A515-56-55E3-Display-i5-1135G7-Graphics-Keyboard/dp/B09CYWR8K1/ref=sr_1_165?qid=1695645022&s=computers&sr=1-165,Acer Aspire 5 (A515-56-55E3) Laptop | 15.6 FHD Display | Intel Core i5-1135G7 | 8GB RAM | 512GB SSD | Iris Xe Graphics | Windows 11 | QWERTZ Keyboard | Silver,4.2 out of 5 stars,(132),599.00
/-/en/A315-43-R7ZD-Display-Graphics-Windows-Keyboard/dp/B09X9WRRYS/ref=sr_1_166?qid=1695645022&s=computers&sr=1-166,Acer Aspire 3 (A315-43-R7ZD) Laptop | 15.6 FHD Display | AMD Ryzen 5 5500U | 8GB RAM | 256GB SSD | AMD Radeon Graphics | Windows 11 | QWERTZ Keyboard | Silver,4.3 out of 5 stars,(61),456.07
/-/en/ThinkBook-i5-1235U-Notebook-DDR4-SDRAM-802-11ax/dp/B0B6Q5K6GH/ref=sr_1_167?qid=1695645022&s=computers&sr=1-167,Lenovo ThinkBook 15 G4 IAP i5-1235U Notebook 39.6 cm (15.6 Inch) Full HD Intel® Core™ i5 16 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 (802.11ax) Windows 1 Pro grey,,,807.76
,,,,
,,4 Stars & Up,,
,,,,
,,,,
,,,,
,,,,
/-/en/sspa/click?ie=UTF8&spc=MTo2NTQyMjY5NDA5OTAyNjMyOjE2OTU2NDUwMjc6c3BfYXRmX2Jyb3dzZTozMDAwMTcxOTIxOTY3MzI6OjA6Og&url=%2FLenovo-V17-Windows-Wireless-Notebook%2Fdp%2FB08SBSNCFS%2Fref%3Dsr_1_169_sspa%3Fqid%3D1695645027%26s%3Dcomputers%26sr%3D1-169-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo V17 - 17.3 Inch FHD - Core i5 1235U - 8GB RAM - 250GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,5.0 out of 5 stars,(1),809.00
/-/en/sspa/click?ie=UTF8&spc=MTo2NTQyMjY5NDA5OTAyNjMyOjE2OTU2NDUwMjc6c3BfYXRmX2Jyb3dzZTozMDAwMTcxOTIxOTY3MzI6OjA6Og&url=%2FLenovo-V17-Windows-Wireless-Notebook%2Fdp%2FB08SBSNCFS%2Fref%3Dsr_1_169_sspa%3Fqid%3D1695645027%26s%3Dcomputers%26sr%3D1-169-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo V17 - 17.3 Inch FHD - Core i5 1235U - 8GB RAM - 250GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,,,809.00
/-/en/sspa/click?ie=UTF8&spc=MTo2NTQyMjY5NDA5OTAyNjMyOjE2OTU2NDUwMjc6c3BfYXRmX2Jyb3dzZTozMDAwMDY2MDUxMDAxMzI6OjA6Og&url=%2FIdeaPad-Illuminated-Keyboard-Windows-Professional%2Fdp%2FB093LCSHVV%2Fref%3Dsr_1_170_sspa%3Fqid%3D1695645027%26s%3Dcomputers%26sr%3D1-170-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo IdeaPad <> 15.6 inch FHD <> Ryzen 5 4500U <> 8GB RAM <> 250GB SSD <> Illuminated Keyboard <> Windows 10 Pro <> Office 2019 Professional,5.0 out of 5 stars,(1),549.00
/-/en/sspa/click?ie=UTF8&spc=MTo2NTQyMjY5NDA5OTAyNjMyOjE2OTU2NDUwMjc6c3BfYXRmX2Jyb3dzZToyMDA2NDkxNjI0MjA5ODo6MDo6&url=%2FHP-17-Celeron-Wireless-Notebook%2Fdp%2FB09HKZDDN6%2Fref%3Dsr_1_171_sspa%3Fqid%3D1695645027%26s%3Dcomputers%26sr%3D1-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,HP 17 - Black - 17.3 Inch HD+ - Celeron N4120 - RAM: 16GB - SSD: 1000GB - Windows 11 Pro - Office 2021 Pro # with Wireless Mouse + Notebook Bag,4.0 out of 5 stars,(5),493.00
/-/en/Zephyrus-Display-9-6900HS-Windows-Keyboard/dp/B09QLGJMNR/ref=sr_1_172?qid=1695645027&s=computers&sr=1-172,"Asus ROG Zephyrus G14 Gaming Laptop | 14.0 Inch 2K 120Hz Matt IPS Display, AMD Ryzen 9-6900HS, 16 GB RAM, 1000 GB SSD, AMD RX 6800S, Windows 11, QWERTZ Keyboard, Eclipse Grey",4.1 out of 5 stars,(76),"1,699.00"
/-/en/EliteBook-Business-i5-1135G7-Graphics-Fingerprint/dp/B09VKDPKQH/ref=sr_1_173?qid=1695645027&s=computers&sr=1-173,"HP EliteBook 850 G8 Business Laptop, 15.6 Inch Full HD IPS Display, Intel Core i5-1135G7, 8 GB DDR4 RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Pro, QWERTZ Keyboard, Fingerprint Reader, Silver",3.6 out of 5 stars,(11),"1,252.86"
/-/en/500nits-Display-i7-1260P-Windows-Keyboard/dp/B09XN8YBY7/ref=sr_1_174?qid=1695645027&s=computers&sr=1-174,Dell XPS 13 (9320) Laptop | 13.4 Inch FHD+ 500nits Display | Intel Core i7-1260P | 16GB RAM | 512GB SSD | Intel Iris Xe | Windows 11 Home | QWERTZ Keyboard | Silver,3.5 out of 5 stars,(11),"1,928.90"
/-/en/Lenovo-Essential-15-6p-Topload-4X41C12469/dp/B09BNTDRGW/ref=sr_1_175?qid=1695645027&s=computers&sr=1-175,Lenovo TP Essential 15.6p Topload 4X41C12469 Black,4.8 out of 5 stars,(21),
/-/en/Microsoft-Surface-Laptop-Powered-Platform/dp/B0BC9GGKT6/ref=sr_1_176?qid=1695645027&s=computers&sr=1-176,"Microsoft Surface Laptop 5, i7, 16GB RAM, 512GB SSD, Win 11 Home, 13.5 Inch Laptop, Matt Black, Powered by Intel Evo Platform",4.6 out of 5 stars,(78),"1,725.47"
/-/en/Vivobook-Display-i7-12700H-Graphics-Keyboard/dp/B0B9XW5N24/ref=sr_1_177?qid=1695645027&s=computers&sr=1-177,"ASUS Vivobook S 14 OLED Laptop, 14 Inch WQXGA+ 90Hz OLED Display, Intel Core i7-12700H, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11, QWERTZ Keyboard, Neutral Grey",4.0 out of 5 stars,(1),899.00
/-/en/A515-48M-R9J8-Display-Graphics-Windows-Keyboard/dp/B0BX74797F/ref=sr_1_178?qid=1695645027&s=computers&sr=1-178,Acer Aspire 5 (A515-48M-R9J8) Laptop | 15.6 Inch FHD Display | AMD Ryzen 5 7530U | 16 GB RAM | 1 TB SSD | AMD Radeon Graphics | Windows 11 | QWERTZ Keyboard | Grey,4.2 out of 5 stars,(77),799.00
/-/en/MacBook-12CORE-19CORE-Silver-MPHJ3Y/dp/B0BSJ4RYJF/ref=sr_1_169?qid=1695645027&s=computers&sr=1-169,Apple MacBook PRO 14 Inch M2 12CORE CPU + 19CORE GPU Silver 16GB 1TB MPHJ3Y/A,4.0 out of 5 stars,(6),"3,598.87"
/-/en/Razer-Blade-15-i7-12800H-Aluminium/dp/B09Q68L71R/ref=sr_1_170?qid=1695645027&s=computers&sr=1-170,"Razer Blade 15 - 15.6 inch (39.6 cm) Gaming Laptop (NVIDIA Geforce RTX 3070 Ti, Intel i7-12800H, QHD 240 Hz Display, 16 GB DDR5 RAM, 1 TB SSD, Aluminium Housing) QWERTZ German Layout, Black",3.9 out of 5 stars,(43),"2,899.00"
/-/en/sspa/click?ie=UTF8&spc=MTo2NTQyMjY5NDA5OTAyNjMyOjE2OTU2NDUwMjc6c3BfbXRmX2Jyb3dzZToyMDAzMTMzMDI4MDU5ODo6MDo6&url=%2FLatitude-Windows-Business-Notebook-Refurbished%2Fdp%2FB08RZ7Y4GD%2Fref%3Dsr_1_171_sspa%3Fqid%3D1695645027%26s%3Dcomputers%26sr%3D1-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Dell Latitude 5480 14 Inch HD Intel Core i5 256GB SSD Hard Drive 8GB Memory Windows 10 Pro Webcam Business Notebook Laptop (Refurbished),4.1 out of 5 stars,(34),229.00
/-/en/sspa/click?ie=UTF8&spc=MTo2NTQyMjY5NDA5OTAyNjMyOjE2OTU2NDUwMjc6c3BfbXRmX2Jyb3dzZTozMDAwNTg5MTIwNTkyMzI6OjA6Og&url=%2Fdp%2FB071VLSBJ9%2Fref%3Dsr_1_172_sspa%3Fqid%3D1695645027%26s%3Dcomputers%26sr%3D1-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo ThinkPad T440s i5-4300U 1,9 8 250GB SSD 14 Zoll 1600 x 900 HD+ CAM BL WLAN CR Win10 8 GB RAM (Generalüberholt)",,,198.98
/-/en/sspa/click?ie=UTF8&spc=MTo2NTQyMjY5NDA5OTAyNjMyOjE2OTU2NDUwMjc6c3BfbXRmX2Jyb3dzZToyMDA1MDI5MTkzMzcwMjo6MDo6&url=%2FFujitsu-Lifebook-15-6-Core-1115G4%2Fdp%2FB08SHLNRYD%2Fref%3Dsr_1_173_sspa%3Fqid%3D1695645027%26s%3Dcomputers%26sr%3D1-173-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Fujitsu Lifebook <> 15.6"" FHD <> Core i3 1115G4 <> RAM: 16GB <> SSD: 500GB <> Windows 11 Pro <> Office 2021 Professional",5.0 out of 5 stars,(15),599.00
/-/en/Vivobook-Laptop-Display-Windows-Keyboard/dp/B09QLGMJYV/ref=sr_1_174?qid=1695645027&s=computers&sr=1-174,Asus Vivobook S14 OLED Slim Laptop | 14.0 Inch 2K 120Hz OLED Display | Intel Core i7 12700H | 16GB RAM | 512GB SSD | Intel Iris Xe | Windows 11 | QWERTZ Keyboard | Silver,3.8 out of 5 stars,(26),999.00
/-/en/Convertible-Display-i7-1280P-Graphics-Windows/dp/B09TB8W31C/ref=sr_1_175?qid=1695645027&s=computers&sr=1-175,"Lenovo Yoga 9i Convertible Laptop, 14 Inch WQUXGA OLED Touch Display, Intel Core i7-1280P, Intel Evo, 16GB RAM, 1TB SSD, Intel Iris Xe Graphics, Windows 11 Home, Grey, Pen",4.1 out of 5 stars,(85),"1,779.00"
/-/en/ASUS-Zephyrus-Laptop-165Hz-WQXGA/dp/B09QLFZ56T/ref=sr_1_176?qid=1695645027&s=computers&sr=1-176,ASUS ROG Zephyrus M16 Laptop | 16 Inch 165Hz/3ms WQXGA 16:10 Anti-Glare IPS Display | Intel i9-12900H | 32 GB RAM | 2 TB SSD | NVIDIA RTX 3080Ti | Windows 11 | QWERTZ Keyboard | Off Black,4.2 out of 5 stars,(65),"2,799.00"
/-/en/Lenovo-Legion-Gaming-Display-GeForce/dp/B0C8NW7BW6/ref=sr_1_177?qid=1695645027&s=computers&sr=1-177,Lenovo Legion Pro 5 Gaming Laptop | 16 Inch WQXGA Display | 240 Hz | AMD Ryzen 9 7945HX | 32 GB RAM | 1 TB SSD | NVIDIA GeForce RTX 4070 | Win11 Home | QWERTZ | Grey,4.4 out of 5 stars,(133),"2,299.00"
/-/en/Chromebook-IdeaPad-Display-i3-1215U-Graphics/dp/B0BNND3NQD/ref=sr_1_178?qid=1695645027&s=computers&sr=1-178,Lenovo Chromebook IdeaPad Gaming 5i Laptop | 16 Inch WQXGA Display | Intel Core i3-1215U | 8GB RAM | 128GB SSD | Intel UHD Graphics | Chrome OS | QWERTZ | Blue | 3 Months Premium Care,4.2 out of 5 stars,(156),449.13
/-/en/Notebook-Asus-E410MA-EK1945-Intel-Celeron/dp/B0BKQM5J6V/ref=sr_1_179?qid=1695645027&s=computers&sr=1-179,Notebook Asus E410MA-EK1945 4 GB 256 GB SSD 14 Inch Full HD Intel Celeron,5.0 out of 5 stars,(1),271.43
/-/en/Inspiron-300nits-i7-12700H-Processor-Keyboard/dp/B0BFRNY8JT/ref=sr_1_180?qid=1695645027&s=computers&sr=1-180,Dell Inspiron 16 Plus (7620) Laptop | 16 Inch 3k 300nits IPS Display | Intel Core i7-12700H Processor | 16 GB RAM | 512 GB SSD | NVIDIA GeForce RTX 3050 | Windows 10 Home | QWERTZ Keyboard | Dark Green,3.5 out of 5 stars,(9),"1,185.95"
/-/en/Celeron-1000GB-Windows-Wireless-Notebook/dp/B09HKWYRX1/ref=sr_1_181?qid=1695645027&s=computers&sr=1-181,HP 17 Celeron N4120 17.3 Inch HD+ RAM 16GB SSD 1000GB Windows 11 Pro with Wireless Mouse and Notebook Bag Black,4.0 out of 5 stars,(133),529.00
/-/en/Alienware-Processor-Display-4800MHz-GeForce/dp/B0C9531WFB/ref=sr_1_182?qid=1695645027&s=computers&sr=1-182,Alienware m16 Gaming Laptop AMD Ryzen 7 7745HX Processor 16 Inch QHD+ 165Hz 3ms Display 16GB DDR5 4800MHz 1TB NVMe SSD NVIDIA GeForce RTX 4060 8GB GDDR6 Windows 11 QWERTZ Black,5.0 out of 5 stars,(1),"1,506.75"
/-/en/sspa/click?ie=UTF8&spc=MTo2NTQyMjY5NDA5OTAyNjMyOjE2OTU2NDUwMjc6c3BfbXRmX2Jyb3dzZToyMDEyNjg1MDEyOTg5ODo6MDo6&url=%2FLenovo-V15-Windows-Wireless-Notebook%2Fdp%2FB08SK1PZ4H%2Fref%3Dsr_1_183_sspa%3Fqid%3D1695645027%26s%3Dcomputers%26sr%3D1-183-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 - 15.6 Inch FHD - AMD Ryzen 5 3500U - 12GB RAM - 500GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,5.0 out of 5 stars,(2),549.00
/-/en/sspa/click?ie=UTF8&spc=MTo2NTQyMjY5NDA5OTAyNjMyOjE2OTU2NDUwMjc6c3BfbXRmX2Jyb3dzZToyMDEwNTMwNzE2OTA5ODo6MDo6&url=%2FLaptops-Windows11-Portable-Magnetic-Keyboard%2Fdp%2FB0BPQRNCBY%2Fref%3Dsr_1_184_sspa%3Fqid%3D1695645027%26s%3Dcomputers%26sr%3D1-184-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Tonysa 2 in 1 Laptops for Windows11, 3K HD Touch Screen, Portable 12.3 Inch Laptops with Magnetic Keyboard, 12GB RAM 512GB SSD Mini Gaming Laptop",,,406.72
/-/en/sspa/click?ie=UTF8&spc=MTo2NTQyMjY5NDA5OTAyNjMyOjE2OTU2NDUwMjc6c3BfbXRmX2Jyb3dzZToyMDA2NDkwODQwNjM5ODo6MDo6&url=%2FLenovo-Notebook-i5-1035G1-Bluetooth-Webcam%2Fdp%2FB0883DBKL7%2Fref%3Dsr_1_185_sspa%3Fqid%3D1695645027%26s%3Dcomputers%26sr%3D1-185-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 (15.6 Inch Full HD) Notebook Intel Core i5-1035G1 4 x 1.0 GHz 16 GB RAM 1000 GB SSD Bluetooth HDMI HD Webcam Win10 Pro,4.0 out of 5 stars,(3),536.00
/-/en/Lenovo-Gaming-Display-GeForce-Premium/dp/B0CDXSTJ3Q/ref=sr_1_186?qid=1695645027&s=computers&sr=1-186,Lenovo LOQ 3 Gaming Laptop | 16 Inch WQXGA Display | 165Hz | AMD Ryzen 7 7840HS | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 | Win11 Home | QWERTZ | Grey | 3 Months Premium Care,4.2 out of 5 stars,(23),"1,499.00"
/-/en/Surface-Laptop-256G-Blue-Glacie/dp/B08JM1T5T1/ref=sr_1_187?qid=1695645027&s=computers&sr=1-187,Surface Laptop Go 8G 256G Blue Laptop GO i5 8/256 Blue Glacie,4.1 out of 5 stars,(30),"1,067.49"
